"Complessivo";"Padre";"Elemento";"SEAKEY_0";"Categoria";"Descrizione1";"Descrizione2";"Descrizione3";"CFGLIN_0";"Quantita";"Unita";"fase";"STATISTICO 1";"STATISTICO 2";"111111111111111";"Non assegnata";"Lunghezza1      DY1 (mm)";"Lunghezza2      DY2 (mm)";"Larghezza1       DX1 (mm)";"Larghezza2       DX2 (mm)";"Altezza1         DZ1 (mm)";"Altezza2         DZ2 (mm)";"Diametro           Ø (mm)";"Diametro max  Ø (mm)";"Diametro min   Ø (mm) ";"Spessore1       THK1 (mm)";"Spessore2       THK2 (mm)";"Percentuale fori  FOR (%)";"Percentuale mandorle";"materiale";"CodiceCliente";"recordset"
"M00001990";"M00001990";"M00002100";"47436311_1";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001990";"M00001990";"M00002101";"47436311_2";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001990";"M00001990";"M00002102";"47436311_3";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001990";"M00001990";"M00002103";"47436311_4";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001990";"M00001990";"M00002104";"47436311_5";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001990";"M00001990";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001990";"M00002104";"M00000347";"MM-LF02-0011";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 100/10";"LAMPI";0.579;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;10;0;0;0;0;;
"M00001990";"M00002103";"M00000347";"MM-LF02-0011";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 100/10";"LAMPI";3.848;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;10;0;0;0;0;;
"M00001990";"M00002102";"M00000347";"MM-LF02-0011";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 100/10";"LAMPI";2.518;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;10;0;0;0;0;;
"M00001990";"M00002101";"M00000371";"MM-LF02-0015";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 120/10";"LAMPI";4.037;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;12;0;0;0;0;;
"M00001990";"M00002100";"M00000347";"MM-LF02-0011";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 100/10";"LAMPI";5.27;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;10;0;0;0;0;;
"M00001990";"M00002104";"M00000347";"MM-LF02-0011";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 100/10";"LAMPI";0.579;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;10;0;0;0;0;;
"M00001990";"M00002103";"M00000347";"MM-LF02-0011";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 100/10";"LAMPI";3.848;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;10;0;0;0;0;;
"M00001990";"M00002102";"M00000347";"MM-LF02-0011";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 100/10";"LAMPI";2.518;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;10;0;0;0;0;;
"M00001990";"M00002101";"M00000371";"MM-LF02-0015";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 120/10";"LAMPI";4.037;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;12;0;0;0;0;;
"M00001990";"M00002100";"M00000347";"MM-LF02-0011";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 100/10";"LAMPI";5.27;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;10;0;0;0;0;;
"M00002010";"M00002010";"M00000420";"MM-LF05-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 25/10";"LAMPI";5.5;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002011";"M00002011";"M00000413";"MM-LF11-0006";"MPL01";"lamiere in acciaio al carbonio";"lega S235JO";"spessore 40/10";"LAMPI";0.375;"KG";"null";"Acciaio al carbonio";"Lega S235JO";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002011";"M00002011";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001991";"M00001991";"M00000421";"MM-LF05-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 30/10";"LAMPI";0.451;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00001991";"M00001991";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002013";"M00002013";"M00000503";"MM-LX02-0013";"MPL01";"lamiere in acciaio inox";"lega AISI 304";"spessore 20/10";"LAMPI";0.12;"KG";"null";"Acciaio inox";"Lega AISI 304";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00002013";"M00002013";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002015";"M00002015";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.2;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002015";"M00002015";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002016";"M00002016";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.2;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002018";"M00002018";"M00002108";"47835775";"SLL01";"sheet  metal";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002018";"M00002018";"M00000930";"PC-DD05-0014";"MNR01";"dado esagonale ";"saldatura a proiezione";"M8 ch.16";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002018";"M00002108";"M00000515";"MM-LF23-0001";"MPL01";"lamiere in acciaio al carbonio";"lega S235JR";"spessore 25/10";"LAMPI";4.82;"KG";"null";"Acciaio al carbonio";"Lega S275JR";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002018";"M00002108";"M00000515";"MM-LF23-0001";"MPL01";"lamiere in acciaio al carbonio";"lega S235JR";"spessore 25/10";"LAMPI";4.82;"KG";"null";"Acciaio al carbonio";"Lega S275JR";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002021";"M00002021";"M00000339";"MM-LF02-0003";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 20/10";"LAMPI";2.54;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00002021";"M00002021";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002022";"M00002022";"M00002212";"47912447";"SLL01";"47912447";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002022";"M00002022";"M00005500";"47960982";"SLL01";"bracket";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002022";"M00002022";"M00002213";"10902224";"MNR01";"bullone M6x16";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002022";"M00002022";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002022";"M00005500";"M00000438";"MM-LF10-0011";"MPL01";"lamiere in acciaio al carbonio";"lega Fe 510 D";"spessore 25/10";"LAMPI";0.17;"KG";"null";"Acciaio al carbonio";"Lega Fe 510 D";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002022";"M00002212";"M00000380";"MM-LF10-0003";"MPL01";"lamiere in acciaio al carbonio";"lega Fe 510 D";"spessore 40/10";"LAMPI";0.055;"KG";"null";"Acciaio al carbonio";"Lega Fe 510 D";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002022";"M00005500";"M00000438";"MM-LF10-0011";"MPL01";"lamiere in acciaio al carbonio";"lega Fe 510 D";"spessore 25/10";"LAMPI";0.17;"KG";"null";"Acciaio al carbonio";"Lega Fe 510 D";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002022";"M00002212";"M00000380";"MM-LF10-0003";"MPL01";"lamiere in acciaio al carbonio";"lega Fe 510 D";"spessore 40/10";"LAMPI";0.055;"KG";"null";"Acciaio al carbonio";"Lega Fe 510 D";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002023";"M00002023";"M00000421";"MM-LF05-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC01";"spessore 30/10";"LAMPI";1.48;"KG";"null";"Acciaio al carbonio";"Lega DC01";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002023";"M00002023";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002025";"M00002025";"M00005404";"51417941";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002025";"M00002025";"M00002118";"70378";"MNR01";"Dado M6 a saldare";" ";" ";" ";3;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002025";"M00002025";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002025";"M00005404";"M00000496";"MM-LF02-0017";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 25/10";"LAMPI";0.727;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002025";"M00005404";"M00000496";"MM-LF02-0017";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 25/10";"LAMPI";0.727;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002026";"M00002026";"M00005407";"51417955";"SLL01";"lamiera";" ";" ";"LAMPI";1;"PZ";"taglio laser no code";"";"";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002026";"M00002026";"M00005408";"51417939";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002026";"M00002026";"M00002118";"70378";"MNR01";"Dado M6 a saldare";" ";" ";" ";3;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002026";"M00002026";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002026";"M00005408";"M00000496";"MM-LF02-0017";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 25/10";"LAMPI";0.709;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002026";"M00005407";"M00000496";"MM-LF02-0017";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 25/10";"LAMPI";0.014;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002026";"M00005408";"M00000496";"MM-LF02-0017";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 25/10";"LAMPI";0.709;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002026";"M00005407";"M00000496";"MM-LF02-0017";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 25/10";"LAMPI";0.014;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002027";"M00002027";"M00002192";"51461670";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002027";"M00002027";"M00002194";"14050200";"MNR01";"dadi quadri a proiezione M6";" ";" ";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002027";"M00002027";"M00002195";"47912137";"MNR01";"dado quadro M5";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002027";"M00002027";"M00002193";"51465972";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002027";"M00002027";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002027";"M00002193";"M00000339";"MM-LF02-0003";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 20/10";"LAMPI";0.006;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00002027";"M00002192";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.445;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002027";"M00002193";"M00000339";"MM-LF02-0003";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 20/10";"LAMPI";0.006;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;2;0;0;0;0;;
"M00002027";"M00002192";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.445;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002030";"M00002030";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.461;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002030";"M00002030";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00001992";"M00002196";"51512349";"SLL01";"bracket assembly";" ";" ";" ";1;"PZ";"mig/mag carbon steel";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00001992";"M00002199";"51543212";"CPL01";"gomma";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00001992";"M00002201";"51543270";"CPL01";"gomma";" ";" ";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00001992";"M00002202";"14642691";"MNR01";"rivetto M4.8x12";" ";" ";" ";4;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00001992";"M00007150";"PC-FR07-0026";"MNR01";"rondella conica elast 6x12x1.2";" ";" ";" ";4;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00001992";"M00005953";"90498310";"MCO01";"SEAL RUBBER";"GOMMA";" ";" ";4;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00002196";"M00002197";"51512363";"SLL01";"tubo";" ";" ";" ";2;"PZ";"taglio tubi no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00002196";"M00002198";"51512361";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00002196";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00002198";"M00000516";"MM-LF23-0002";"MPL01";"lamiere in acciaio al carbonio";"lega S235JR";"spessore 30/10";"LAMPI";2.2;"KG";"null";"Acciaio al carbonio";"Lega S275JR";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00001992";"M00002197";"M00000050";"MM-BF03-0001";"MPL01";"tubi tondi acciaio al carbonio";"lega S355 J2H (Fe 360B)";"diam. mm 14 x sp 25/10";"TBSTT";0.035;"MT";"null";"Acciaio al carbonio";"Lega S355 J2H (Fe 360B)";0;0;6000;0;0;0;0;0;14;0;0;2.5;0;0;0;0;;
"M00001992";"M00002198";"M00000516";"MM-LF23-0002";"MPL01";"lamiere in acciaio al carbonio";"lega S235JR";"spessore 30/10";"LAMPI";2.2;"KG";"null";"Acciaio al carbonio";"Lega S275JR";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00001992";"M00002197";"M00000050";"MM-BF03-0001";"MPL01";"tubi tondi acciaio al carbonio";"lega S355 J2H (Fe 360B)";"diam. mm 14 x sp 25/10";"TBSTT";0.035;"MT";"null";"Acciaio al carbonio";"Lega S355 J2H (Fe 360B)";0;0;6000;0;0;0;0;0;14;0;0;2.5;0;0;0;0;;
"M00001992";"M00002196";"M00002197";"51512363";"SLL01";"tubo";" ";" ";" ";2;"PZ";"taglio tubi no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00002196";"M00002198";"51512361";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00002196";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001992";"M00002198";"M00000516";"MM-LF23-0002";"MPL01";"lamiere in acciaio al carbonio";"lega S235JR";"spessore 30/10";"LAMPI";2.2;"KG";"null";"Acciaio al carbonio";"Lega S275JR";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00001992";"M00002197";"M00000050";"MM-BF03-0001";"MPL01";"tubi tondi acciaio al carbonio";"lega S355 J2H (Fe 360B)";"diam. mm 14 x sp 25/10";"TBSTT";0.035;"MT";"null";"Acciaio al carbonio";"Lega S355 J2H (Fe 360B)";0;0;6000;0;0;0;0;0;14;0;0;2.5;0;0;0;0;;
"M00001992";"M00002198";"M00000516";"MM-LF23-0002";"MPL01";"lamiere in acciaio al carbonio";"lega S235JR";"spessore 30/10";"LAMPI";2.2;"KG";"null";"Acciaio al carbonio";"Lega S275JR";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00001992";"M00002197";"M00000050";"MM-BF03-0001";"MPL01";"tubi tondi acciaio al carbonio";"lega S355 J2H (Fe 360B)";"diam. mm 14 x sp 25/10";"TBSTT";0.035;"MT";"null";"Acciaio al carbonio";"Lega S355 J2H (Fe 360B)";0;0;6000;0;0;0;0;0;14;0;0;2.5;0;0;0;0;;
"M00001993";"M00001993";"M00002203";"51524328";"SLL01";"bracket assembly";" ";" ";" ";1;"PZ";"saldatura a proiezione nc";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001993";"M00001993";"M00002207";"821717";"MNR01";"rivetto a strappo";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001993";"M00001993";"M00005365";"47439929";"CPL01";"clip";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001993";"M00002203";"M00002205";"51524330";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001993";"M00002203";"M00002204";"86625084";"MNR01";"dado esagonale a saldare M8";" ";" ";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001993";"M00002203";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001993";"M00002205";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.671;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00001993";"M00002205";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.671;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00001993";"M00002203";"M00002205";"51524330";"SLL01";"lamiera";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001993";"M00002203";"M00002204";"86625084";"MNR01";"dado esagonale a saldare M8";" ";" ";" ";2;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001993";"M00002203";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001993";"M00002205";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.671;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00001993";"M00002205";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";0.671;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002208";"M00002208";"M00000406";"MM-LF03-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DC04";"spessore 25/10";"LAMPI";0.105;"KG";"null";"Acciaio al carbonio";"Lega DC04";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002208";"M00002208";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002031";"M00002031";"M00002211";"51611686";"SLL01";"51611686";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002031";"M00002031";"M00002212";"47912447";"SLL01";"47912447";" ";" ";" ";1;"PZ";"taglio laser no code";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002031";"M00002031";"M00002213";"10902224";"MNR01";"bullone M6x16";" ";" ";" ";1;"PZ";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002031";"M00002031";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00002031";"M00002212";"M00000380";"MM-LF10-0003";"MPL01";"lamiere in acciaio al carbonio";"lega Fe 510 D";"spessore 40/10";"LAMPI";0.055;"KG";"null";"Acciaio al carbonio";"Lega Fe 510 D";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002031";"M00002211";"M00000438";"MM-LF10-0011";"MPL01";"lamiere in acciaio al carbonio";"lega Fe 510 D";"spessore 25/10";"LAMPI";0.171;"KG";"null";"Acciaio al carbonio";"Lega Fe 510 D";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002031";"M00002212";"M00000380";"MM-LF10-0003";"MPL01";"lamiere in acciaio al carbonio";"lega Fe 510 D";"spessore 40/10";"LAMPI";0.055;"KG";"null";"Acciaio al carbonio";"Lega Fe 510 D";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00002031";"M00002211";"M00000438";"MM-LF10-0011";"MPL01";"lamiere in acciaio al carbonio";"lega Fe 510 D";"spessore 25/10";"LAMPI";0.171;"KG";"null";"Acciaio al carbonio";"Lega Fe 510 D";0;0;3000;0;1500;0;0;0;0;0;0;2.5;0;0;0;0;;
"M00002032";"M00002032";"M00000341";"MM-LF02-0005";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 30/10";"LAMPI";0.06;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;3;0;0;0;0;;
"M00002032";"M00002032";"SER0100924";" ";"SER01";"Costo DiBa Zincatura";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"M00001995";"M00001995";"M00000342";"MM-LF02-0006";"MPL01";"lamiere in acciaio al carbonio";"lega DD11";"spessore 40/10";"LAMPI";7.2;"KG";"null";"Acciaio al carbonio";"Lega DD11";0;0;3000;0;1500;0;0;0;0;0;0;4;0;0;0;0;;
"M00001995";"M00001995";"SER0100925";" ";"SER01";"Costo Verniciatura a polvere";" ";" ";" ";1;"UN";"null";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
